[[0,4.242640687,11.04536102,8.062257748,10.29563014,5.385164807,8.062257748,6,6.708203932,3.16227766,6,7.211102551,5.385164807,8.246211251,11.66190379,8.062257748,3.16227766,7.810249676,9.219544457,7.810249676,6.403124237],[
4.242640687,0,8.94427191,8.062257748,6.32455532,5.385164807,10.04987562,9.486832981,10.81665383,6.32455532,9.486832981,9.055385138,5.385164807,5.099019514,11.40175425,6.403124237,2,3.605551275,7.810249676,8.544003745,10.63014581],[
11.04536102,8.94427191,0,5,6.32455532,14.31782106,18.68154169,12.08304597,17.11724277,14.14213562,17.02938637,8.602325267,6.08276253,4.242640687,5.099019514,3,10.77032961,9.219544457,2.236067977,17.4642492,15.5241747],[
8.062257748,8.062257748,5,0,9.219544457,12.72792206,16.1245155,7.280109889,13.03840481,11.18033989,13.60147051,3.605551275,2.828427125,6.08276253,3.605551275,3.16227766,9.219544457,10.19803903,2.828427125,15.62049935,11.04536102],[
10.29563014,6.32455532,6.32455532,9.219544457,0,11,16.03121954,14.2126704,17,12.64911064,15.8113883,12.08304597,8.062257748,3.16227766,11.04536102,6.08276253,8.246211251,4.123105626,7,14.03566885,16.40121947],[
5.385164807,5.385164807,14.31782106,12.72792206,11,0,5.099019514,11.18033989,8.94427191,4.123105626,6.403124237,12.52996409,9.899494937,10.44030651,16.2788206,11.66190379,3.605551275,7.071067812,13.03840481,3.16227766,10.19803903],[
8.062257748,10.04987562,18.68154169,16.1245155,16.03121954,5.099019514,0,12.20655562,7.071067812,5,4.123105626,14.86606875,13.41640786,15.13274595,19.72308292,15.8113883,8.062257748,12.16552506,17.08800749,2.828427125,9.486832981],[
6,9.486832981,12.08304597,7.280109889,14.2126704,11.18033989,12.20655562,0,6.708203932,7.615773106,8.485281374,4,6.403124237,11.3137085,10,9.433981132,9.055385138,13,9.848857802,13,4.123105626],[
6.708203932,10.81665383,17.11724277,13.03840481,17,8.94427191,7.071067812,6.708203932,0,5,3,10.44030651,11.04536102,14.86606875,16.2788206,14.14213562,9.219544457,14.2126704,15.03329638,9.055385138,2.828427125],[
3.16227766,6.32455532,14.14213562,11.18033989,12.64911064,4.123105626,5,7.615773106,5,0,3.16227766,9.899494937,8.544003745,11.04536102,14.76482306,11.18033989,4.472135955,9.433981132,12.36931688,5.385164807,6.08276253],[
6,9.486832981,17.02938637,13.60147051,15.8113883,6.403124237,4.123105626,8.485281374,3,3.16227766,0,11.66190379,11.18033989,14.14213562,17.08800749,14.03566885,7.615773106,12.52996409,15.13274595,6.08276253,5.385164807],[
7.211102551,9.055385138,8.602325267,3.605551275,12.08304597,12.52996409,14.86606875,4,10.44030651,9.899494937,11.66190379,0,4.123105626,8.94427191,6,6.403124237,9.486832981,12.04159458,6.403124237,15,8.062257748],[
5.385164807,5.385164807,6.08276253,2.828427125,8.062257748,9.899494937,13.41640786,6.403124237,11.04536102,8.544003745,11.18033989,4.123105626,0,5,6.403124237,3.16227766,6.403124237,8,4,12.80624847,9.486832981],[
8.246211251,5.099019514,4.242640687,6.08276253,3.16227766,10.44030651,15.13274595,11.3137085,14.86606875,11.04536102,14.14213562,8.94427191,5,0,8.246211251,3,7.071067812,5,4.123105626,13.60147051,13.89244399],[
11.66190379,11.40175425,5.099019514,3.605551275,11.04536102,16.2788206,19.72308292,10,16.2788206,14.76482306,17.08800749,6,6.403124237,8.246211251,0,5.385164807,12.72792206,13,4.123105626,19.20937271,14.03566885],[
8.062257748,6.403124237,3,3.16227766,6.08276253,11.66190379,15.8113883,9.433981132,14.14213562,11.18033989,14.03566885,6.403124237,3.16227766,3,5.385164807,0,8.062257748,7.615773106,1.414213562,14.76482306,12.64911064],[
3.16227766,2,10.77032961,9.219544457,8.246211251,3.605551275,8.062257748,9.055385138,9.219544457,4.472135955,7.615773106,9.486832981,6.403124237,7.071067812,12.72792206,8.062257748,0,5,9.433981132,6.708203932,9.433981132],[7.810249676,3.605551275,9.219544457,10.19803903,4.123105626,7.071067812,12.16552506,13,14.2126704,9.433981132,12.52996409,12.04159458,8,5,13,7.615773106,5,0,8.94427191,10,14.2126704],[9.219544457,7.810249676,2.236067977,2.828427125,7,13.03840481,17.08800749,9.848857802,15.03329638,12.36931688,15.13274595,6.403124237,4,4.123105626,4.123105626,1.414213562,9.433981132,8.94427191,0,16.1245155,13.34166406],[7.810249676,8.544003745,17.4642492,15.62049935,14.03566885,3.16227766,2.828427125,13,9.055385138,5.385164807,6.08276253,15,12.80624847,13.60147051,19.20937271,14.76482306,6.708203932,10,16.1245155,0,13.34166406],[6.403124237,10.63014581,15.5241747,11.04536102,16.40121947,10.19803903,9.486832981,4.123105626,2.828427125,6.08276253,5.385164807,8.062257748,9.486832981,13.89244399,14.03566885,12.64911064,9.433981132,14.2126704,13.34166406,11.04536102,0]]
